"","Gene symbol","Gene names","up_regulate","down_regulate","n_literature","up_down","percentage"
"347","AKR1C4","aldo-keto reductase family 1 member C4",1,0,1,"up",1
"348","AKR7A2","aldo-keto reductase family 7 member A2",1,0,1,"up",1
"349","AKT1","thymoma viral proto-oncogene 1",21,24,45,"down",0.533333333333333
"350","AKT1S1","AKT1 substrate 1 (proline-rich)",2,0,2,"up",1
"351","AKT2","thymoma viral proto-oncogene 2",1,1,2,"down",0.5
"352","AKT3","thymoma viral proto-oncogene 3",0,1,1,"down",1
"353","AKTIP","thymoma viral proto-oncogene 1 interacting protein",1,2,3,"down",0.666666666666667
"354","ALAD","aminolevulinate, delta-, dehydratase",2,0,2,"up",1
"355","ALAS1","aminolevulinic acid synthase 1",2,0,2,"up",1
"356","ALCAM","activated leukocyte cell adhesion molecule",2,1,3,"up",0.666666666666667
"357","ALDH16A1","aldehyde dehydrogenase 16 family, member A1",0,1,1,"down",1
"358","ALDH18A1","aldehyde dehydrogenase 18 family, member A1",1,0,1,"up",1
"359","ALDH1A1","aldehyde dehydrogenase family 1, subfamily A1",2,1,3,"up",0.666666666666667
"360","ALDH1A2","aldehyde dehydrogenase family 1, subfamily A2",0,2,2,"down",1
"361","ALDH1A3","aldehyde dehydrogenase family 1, subfamily A3",6,0,6,"up",1
"362","ALDH1B1","aldehyde dehydrogenase 1 family, member B1",2,0,2,"up",1
"363","ALDH1L1","aldehyde dehydrogenase 1 family, member L1",0,1,1,"down",1
"364","ALDH1L2","aldehyde dehydrogenase 1 family, member L2",3,1,4,"up",0.75
"365","ALDH2","aldehyde dehydrogenase 2, mitochondrial",3,1,4,"up",0.75
"366","ALDH3A1","aldehyde dehydrogenase family 3, subfamily A1",3,0,3,"up",1
"367","ALDH3B1","aldehyde dehydrogenase 3 family, member B1",1,0,1,"up",1
"368","ALDH3B2","aldehyde dehydrogenase 3 family, member B2",1,1,2,"down",0.5
"369","ALDH4A1","aldehyde dehydrogenase 4 family, member A1",1,0,1,"up",1
"370","ALDH5A1","aldhehyde dehydrogenase family 5, subfamily A1",1,0,1,"up",1
"371","ALDH6A1","aldehyde dehydrogenase family 6, subfamily A1",0,4,4,"down",1
"372","ALDH7A1","aldehyde dehydrogenase family 7, member A1",0,2,2,"down",1
"373","ALDH8A1","aldehyde dehydrogenase 8 family, member A1",1,0,1,"up",1
"374","ALDH9A1","aldehyde dehydrogenase 9, subfamily A1",1,0,1,"up",1
"375","ALDOA","aldolase A, fructose-bisphosphate",2,0,2,"up",1
"376","ALDOB","aldolase B, fructose-bisphosphate",1,0,1,"up",1
"377","ALDOC","aldolase C, fructose-bisphosphate",2,1,3,"up",0.666666666666667
"378","ALG1","asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",0,1,1,"down",1
"379","ALG10","ALG10 alpha-1,2-glucosyltransferase",0,3,3,"down",1
"380","ALG10B","asparagine-linked glycosylation 10B (alpha-1,2-glucosyltransferase)",1,2,3,"down",0.666666666666667
"381","ALG2","asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",2,0,2,"up",1
"382","ALG3","asparagine-linked glycosylation 3 (alpha-1,3-mannosyltransferase)",1,0,1,"up",1
"383","ALG5","asparagine-linked glycosylation 5 (dolichyl-phosphate beta-glucosyltransferase)",1,1,2,"down",0.5
"384","ALG8","asparagine-linked glycosylation 8 (alpha-1,3-glucosyltransferase)",0,2,2,"down",1
"385","ALK","anaplastic lymphoma kinase",1,1,2,"down",0.5
"386","ALKAL2","ALK and LTK ligand 2",0,0,0,"down",NA
"387","ALKBH1","alkB homolog 1, histone H2A dioxygenase",0,2,2,"down",1
"388","ALKBH2","alkB homolog 2, alpha-ketoglutarate-dependent dioxygenase",0,3,3,"down",1
"389","ALKBH3","alkB homolog 3, alpha-ketoglutarate-dependent dioxygenase",0,2,2,"down",1
"390","ALKBH6","alkB homolog 6",1,0,1,"up",1
"391","ALKBH8","alkB homolog 8, tRNA methyltransferase",0,2,2,"down",1
"392","ALMS1","ALMS1, centrosome and basal body associated",0,2,2,"down",1
"393","ALOX12","arachidonate 12-lipoxygenase",1,0,1,"up",1
"394","ALOX15","arachidonate 15-lipoxygenase",1,0,1,"up",1
"395","ALOX15B","arachidonate 15-lipoxygenase type B",6,0,6,"up",1
"396","ALOX5","arachidonate 5-lipoxygenase",2,0,2,"up",1
"397","ALOX5AP","arachidonate 5-lipoxygenase activating protein",4,1,5,"up",0.8
"398","ALOXE3","arachidonate lipoxygenase 3",1,1,2,"down",0.5
"399","ALPI","alkaline phosphatase, intestinal",2,0,2,"up",1
"400","ALPK1","alpha-kinase 1",1,0,1,"up",1
"401","ALPK2","alpha-kinase 2",1,1,2,"down",0.5
"402","ALPK3","alpha-kinase 3",2,0,2,"up",1
"403","ALPL","alkaline phosphatase, liver/bone/kidney",3,0,3,"up",1
"404","ALPP","alkaline phosphatase, placental",2,1,3,"up",0.666666666666667
"405","ALS2","alsin Rho guanine nucleotide exchange factor",1,0,1,"up",1
"406","ALS2CL","ALS2 C-terminal like",3,0,3,"up",1
"407","ALX1","ALX homeobox 1",0,0,0,"down",NA
"408","ALYREF","Aly/REF export factor",2,1,3,"up",0.666666666666667
"409","AMBRA1","autophagy/beclin 1 regulator 1",0,2,2,"down",1
"410","AMD1","S-adenosylmethionine decarboxylase 1",0,1,1,"down",1
"411","AMDHD2","amidohydrolase domain containing 2",2,0,2,"up",1
"412","AMH","anti-Mullerian hormone",0,2,2,"down",1
"413","AMIGO1","adhesion molecule with Ig like domain 1",1,0,1,"up",1
"414","AMIGO2","adhesion molecule with Ig like domain 2",1,2,3,"down",0.666666666666667
"415","AMMECR1","Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1",0,1,1,"down",1
"416","AMN1","antagonist of mitotic exit network 1",1,1,2,"down",0.5
"417","AMOT","angiomotin",2,0,2,"up",1
"418","AMOTL1","angiomotin-like 1",2,1,3,"up",0.666666666666667
"419","AMOTL2","angiomotin-like 2",0,1,1,"down",1
"420","AMPD1","adenosine monophosphate deaminase 1",0,0,0,"down",NA
"421","AMPD2","adenosine monophosphate deaminase 2",0,1,1,"down",1
"422","AMPD3","adenosine monophosphate deaminase 3",4,0,4,"up",1
"423","AMPH","amphiphysin",0,2,2,"down",1
"424","AMT","aminomethyltransferase",2,0,2,"up",1
"425","AMY2B","amylase 2b",1,0,1,"up",1
"426","AMZ2P1","archaelysin family metallopeptidase 2 pseudogene 1",1,0,1,"up",1
"427","ANAPC1","anaphase promoting complex subunit 1",0,1,1,"down",1
"428","ANAPC10","anaphase promoting complex subunit 10",0,1,1,"down",1
"429","ANAPC2","anaphase promoting complex subunit 2",2,0,2,"up",1
"430","ANAPC4","anaphase promoting complex subunit 4",0,1,1,"down",1
"431","ANAPC7","anaphase promoting complex subunit 7",0,1,1,"down",1
"432","ANG","angiogenin, ribonuclease, RNase A family, 5",2,1,3,"up",0.666666666666667
"433","ANGEL1","angel homolog 1",1,1,2,"down",0.5
"434","ANGEL2","angel homolog 2",0,2,2,"down",1
"435","ANGPT1","angiopoietin 1",3,3,6,"down",0.5
"436","ANGPT2","angiopoietin 2",3,0,3,"up",1
"437","ANGPT4","angiopoietin 4",1,0,1,"up",1
"438","ANGPTL2","angiopoietin-like 2",3,1,4,"up",0.75
"439","ANGPTL4","angiopoietin-like 4",7,1,8,"up",0.875
"440","ANGPTL6","angiopoietin-like 6",1,0,1,"up",1
"441","ANGPTL7","angiopoietin-like 7",1,1,2,"down",0.5
"442","ANK1","ankyrin 1, erythroid",2,0,2,"up",1
"443","ANK2","ankyrin 2, brain",2,2,4,"down",0.5
"444","ANK3","ankyrin 3, epithelial",1,1,2,"down",0.5
"445","ANKDD1A","ankyrin repeat and death domain containing 1A",1,0,1,"up",1
"446","ANKEF1","ankyrin repeat and EF-hand domain containing 1",1,0,1,"up",1
"447","ANKFN1","ankyrin-repeat and fibronectin type III domain containing 1",0,1,1,"down",1
"448","ANKFY1","ankyrin repeat and FYVE domain containing 1",1,0,1,"up",1
"449","ANKHD1","ankyrin repeat and KH domain containing 1",1,0,1,"up",1
"450","ANKIB1","ankyrin repeat and IBR domain containing 1",1,1,2,"down",0.5
"451","ANKLE1","ankyrin repeat and LEM domain containing 1",0,1,1,"down",1
"452","ANKRA2","ankyrin repeat, family A (RFXANK-like), 2",1,0,1,"up",1
"453","ANKRD1","ankyrin repeat domain 1 (cardiac muscle)",3,2,5,"up",0.6
"454","ANKRD10","ankyrin repeat domain 10",2,0,2,"up",1
"455","ANKRD13A","ankyrin repeat domain 13a",2,0,2,"up",1
"456","ANKRD13D","ankyrin repeat domain 13 family, member D",1,0,1,"up",1
"457","ANKRD18A","ankyrin repeat domain 18A",0,1,1,"down",1
"458","ANKRD18B","ankyrin repeat domain 18B",0,1,1,"down",1
"459","ANKRD18DP","ankyrin repeat domain 18D, pseudogene",1,0,1,"up",1
"460","ANKRD23","ankyrin repeat domain 23",1,0,1,"up",1
"461","ANKRD24","ankyrin repeat domain 24",2,0,2,"up",1
"462","ANKRD26","ankyrin repeat domain 26",2,0,2,"up",1
"463","ANKRD27","ankyrin repeat domain 27 (VPS9 domain)",1,1,2,"down",0.5
"464","ANKRD28","ankyrin repeat domain 28",1,2,3,"down",0.666666666666667
"465","ANKRD29","ankyrin repeat domain 29",1,0,1,"up",1
"466","ANKRD33","ankyrin repeat domain 33",2,0,2,"up",1
"467","ANKRD33B","ankyrin repeat domain 33B",2,0,2,"up",1
"468","ANKRD34A","ankyrin repeat domain 34A",1,0,1,"up",1
"469","ANKRD34B","ankyrin repeat domain 34B",1,0,1,"up",1
"470","ANKRD35","ankyrin repeat domain 35",0,1,1,"down",1
"471","ANKRD36","ankyrin repeat domain 36",1,0,1,"up",1
"472","ANKRD36B","ankyrin repeat domain 36B",1,1,2,"down",0.5
"473","ANKRD36BP1","ankyrin repeat domain 36B pseudogene 1",1,0,1,"up",1
"474","ANKRD39","ankyrin repeat domain 39",1,0,1,"up",1
"475","ANKRD42","ankyrin repeat domain 42",1,0,1,"up",1
"476","ANKRD45","ankyrin repeat domain 45",1,1,2,"down",0.5
"477","ANKRD46","ankyrin repeat domain 46",2,0,2,"up",1
"478","ANKRD50","ankyrin repeat domain 50",0,1,1,"down",1
"479","ANKRD52","ankyrin repeat domain 52",1,0,1,"up",1
"480","ANKRD54","ankyrin repeat domain 54",1,0,1,"up",1
"481","ANKRD6","ankyrin repeat domain 6",1,0,1,"up",1
"482","ANKRD63","ankyrin repeat domain 63",1,1,2,"down",0.5
"483","ANKRD65","ankyrin repeat domain 65",2,0,2,"up",1
"484","ANKRD9","ankyrin repeat domain 9",3,0,3,"up",1
"485","ANKS1B","ankyrin repeat and sterile alpha motif domain containing 1B",0,1,1,"down",1
"486","ANKS3","ankyrin repeat and sterile alpha motif domain containing 3",0,1,1,"down",1
"487","ANLN","anillin, actin binding protein",0,7,7,"down",1
"488","ANO1","anoctamin 1, calcium activated chloride channel",1,2,3,"down",0.666666666666667
"489","ANO10","anoctamin 10",2,0,2,"up",1
"490","ANO2","anoctamin 2",3,0,3,"up",1
"491","ANO3","anoctamin 3",2,0,2,"up",1
"492","ANO5","anoctamin 5",1,0,1,"up",1
"493","ANO6","anoctamin 6",1,0,1,"up",1
"494","ANO8","anoctamin 8",1,1,2,"down",0.5
"495","ANO9","anoctamin 9",1,0,1,"up",1
"496","ANOS1","anosmin 1",3,0,3,"up",1
"497","ANP32A","acidic (leucine-rich) nuclear phosphoprotein 32 family, member A",1,1,2,"down",0.5
"498","ANP32B","acidic (leucine-rich) nuclear phosphoprotein 32 family, member B",1,4,5,"down",0.8
"499","ANP32E","acidic (leucine-rich) nuclear phosphoprotein 32 family, member E",0,1,1,"down",1
"500","ANPEP","alanyl (membrane) aminopeptidase",1,2,3,"down",0.666666666666667
"501","ANTKMT","adenine nucleotide translocase lysine methyltransferase",0,0,0,"down",NA
"502","ANTXR1","anthrax toxin receptor 1",1,1,2,"down",0.5
"503","ANTXR2","anthrax toxin receptor 2",1,2,3,"down",0.666666666666667
"504","ANXA1","annexin A1",2,1,3,"up",0.666666666666667
"505","ANXA11","annexin A11",2,0,2,"up",1
"506","ANXA2","annexin A2",1,1,2,"down",0.5
"507","ANXA2P1","annexin A2 pseudogene 1",1,0,1,"up",1
"508","ANXA2R","annexin A2 receptor",0,2,2,"down",1
"509","ANXA3","annexin A3",5,3,8,"up",0.625
"510","ANXA4","annexin A4",1,0,1,"up",1
"511","ANXA5","annexin A5",1,1,2,"down",0.5
"512","ANXA6","annexin A6",1,1,2,"down",0.5
"513","ANXA8","annexin A8",1,0,1,"up",1
"514","ANXA8L1","annexin A8 like 1",1,0,1,"up",1
"515","ANXA9","annexin A9",1,2,3,"down",0.666666666666667
"516","AOC1","amine oxidase, copper-containing 1",2,0,2,"up",1
"517","AOC2","amine oxidase, copper containing 2 (retina-specific)",1,1,2,"down",0.5
"518","AOC3","amine oxidase, copper containing 3",1,2,3,"down",0.666666666666667
"519","AOPEP","aminopeptidase O",0,0,0,"down",NA
"520","AOX1","aldehyde oxidase 1",3,2,5,"up",0.6
"521","AP1AR","adaptor-related protein complex 1 associated regulatory protein",0,1,1,"down",1
"522","AP1G2","adaptor protein complex AP-1, gamma 2 subunit",1,0,1,"up",1
"523","AP1S1","adaptor protein complex AP-1, sigma 1",2,0,2,"up",1
"524","AP1S3","adaptor-related protein complex AP-1, sigma 3",1,0,1,"up",1
"525","AP2A1","adaptor-related protein complex 2, alpha 1 subunit",1,0,1,"up",1
"526","AP2A2","adaptor-related protein complex 2, alpha 2 subunit",1,0,1,"up",1
"527","AP2B1","adaptor-related protein complex 2, beta 1 subunit",1,2,3,"down",0.666666666666667
"528","AP2M1","adaptor-related protein complex 2, mu 1 subunit",1,0,1,"up",1
"529","AP3M1","adaptor-related protein complex 3, mu 1 subunit",1,1,2,"down",0.5
"530","AP3M2","adaptor-related protein complex 3, mu 2 subunit",1,1,2,"down",0.5
"531","AP3S1","adaptor-related protein complex 3, sigma 1 subunit",0,1,1,"down",1
"532","AP3S2","adaptor-related protein complex 3, sigma 2 subunit",0,1,1,"down",1
"533","AP4M1","adaptor-related protein complex AP-4, mu 1",2,0,2,"up",1
"534","AP4S1","adaptor-related protein complex AP-4, sigma 1",0,1,1,"down",1
"535","AP5M1","adaptor-related protein complex 5, mu 1 subunit",1,0,1,"up",1
"536","AP5Z1","adaptor-related protein complex 5, zeta 1 subunit",1,0,1,"up",1
"537","APAF1","apoptotic peptidase activating factor 1",1,1,2,"down",0.5
"538","APBA1","amyloid beta (A4) precursor protein binding, family A, member 1",2,0,2,"up",1
"539","APBA2","amyloid beta (A4) precursor protein-binding, family A, member 2",1,1,2,"down",0.5
"540","APBA3","amyloid beta (A4) precursor protein-binding, family A, member 3",2,0,2,"up",1
"541","APBB1","amyloid beta (A4) precursor protein-binding, family B, member 1",1,0,1,"up",1
"542","APBB2","amyloid beta (A4) precursor protein-binding, family B, member 2",1,1,2,"down",0.5
"543","APBB3","amyloid beta (A4) precursor protein-binding, family B, member 3",1,0,1,"up",1
"544","APC","APC, WNT signaling pathway regulator",0,2,2,"down",1
"545","APC2","APC regulator of WNT signaling pathway 2",1,2,3,"down",0.666666666666667
"546","APCDD1","adenomatosis polyposis coli down-regulated 1",2,3,5,"down",0.6
"547","APCDD1L","APC down-regulated 1 like",1,0,1,"up",1
"548","APEH","acylpeptide hydrolase",1,1,2,"down",0.5
"549","APEX1","apurinic/apyrimidinic endonuclease 1",1,2,3,"down",0.666666666666667
"550","APEX2","apurinic/apyrimidinic endonuclease 2",0,1,1,"down",1
"551","APH1A","aph1 homolog A, gamma secretase subunit",0,1,1,"down",1
"552","API5","apoptosis inhibitor 5",0,1,1,"down",1
"553","APIP","APAF1 interacting protein",1,1,2,"down",0.5
"554","APLN","apelin",1,3,4,"down",0.75
"555","APLP1","amyloid beta (A4) precursor-like protein 1",6,0,6,"up",1
"556","APLP2","amyloid beta (A4) precursor-like protein 2",2,2,4,"down",0.5
"557","APMAP","adipocyte plasma membrane associated protein",2,0,2,"up",1
"558","APOA1","apolipoprotein A-I",3,0,3,"up",1
"559","APOB","apolipoprotein B",0,1,1,"down",1
"560","APOBEC3B","apolipoprotein B mRNA editing enzyme catalytic subunit 3B",1,5,6,"down",0.833333333333333
"561","APOBEC3C","apolipoprotein B mRNA editing enzyme catalytic subunit 3C",1,0,1,"up",1
"562","APOBEC3F","apolipoprotein B mRNA editing enzyme catalytic subunit 3F",1,0,1,"up",1
"563","APOBEC3G","apolipoprotein B mRNA editing enzyme catalytic subunit 3G",1,0,1,"up",1
"564","APOBR","apolipoprotein B receptor",1,0,1,"up",1
"565","APOC1","apolipoprotein C-I",0,3,3,"down",1
"566","APOC3","apolipoprotein C-III",1,0,1,"up",1
"567","APOD","apolipoprotein D",3,1,4,"up",0.75
"568","APOE","apolipoprotein E",4,2,6,"up",0.666666666666667
"569","APOL1","apolipoprotein L1",4,1,5,"up",0.8
"570","APOL2","apolipoprotein L2",3,1,4,"up",0.75
"571","APOL3","apolipoprotein L3",1,1,2,"down",0.5
"572","APOL4","apolipoprotein L4",0,1,1,"down",1
"573","APOL5","apolipoprotein L5",0,1,1,"down",1
"574","APOL6","apolipoprotein L 6",2,0,2,"up",1
"575","APOLD1","apolipoprotein L domain containing 1",0,3,3,"down",1
"576","APOO","apolipoprotein O",0,1,1,"down",1
"577","APOOL","apolipoprotein O-like",0,1,1,"down",1
"578","APP","amyloid beta (A4) precursor protein",6,2,8,"up",0.75
"579","APPBP2","amyloid beta precursor protein (cytoplasmic tail) binding protein 2",0,1,1,"down",1
"580","APPL1","adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1",0,2,2,"down",1
"581","APPL2","adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2",0,1,1,"down",1
"582","APRT","adenine phosphoribosyl transferase",1,1,2,"down",0.5
"583","AQP1","aquaporin 1",2,3,5,"down",0.6
"584","AQP3","aquaporin 3",3,2,5,"up",0.6
"585","AQP4","aquaporin 4",0,1,1,"down",1
"586","AQP5","aquaporin 5",1,0,1,"up",1
"587","AQR","aquarius",0,1,1,"down",1
"588","AR","androgen receptor",1,1,2,"down",0.5
"589","ARAP1","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1",2,0,2,"up",1
"590","ARAP2","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2",2,1,3,"up",0.666666666666667
"591","ARAP3","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3",2,0,2,"up",1
"592","ARC","activity regulated cytoskeletal-associated protein",1,1,2,"down",0.5
"593","ARCN1","archain 1",1,0,1,"up",1
"594","AREG","amphiregulin",2,1,3,"up",0.666666666666667
"595","ARF3","ADP-ribosylation factor 3",1,0,1,"up",1
"596","ARF4","ADP-ribosylation factor 4",1,0,1,"up",1
"597","ARF5","ADP-ribosylation factor 5",0,2,2,"down",1
"598","ARF6","ADP-ribosylation factor 6",0,1,1,"down",1
"599","ARFGAP1","ADP-ribosylation factor GTPase activating protein 1",2,0,2,"up",1
"600","ARFGAP2","ADP-ribosylation factor GTPase activating protein 2",1,1,2,"down",0.5
"601","ARFGEF1","ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)",0,1,1,"down",1
"602","ARFGEF2","ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited)",1,1,2,"down",0.5
"603","ARFGEF3","ARFGEF family member 3",3,1,4,"up",0.75
"604","ARFIP2","ADP-ribosylation factor interacting protein 2",1,0,1,"up",1
"605","ARFRP1","ADP-ribosylation factor related protein 1",2,1,3,"up",0.666666666666667
"606","ARG1","arginase, liver",3,0,3,"up",1
"607","ARG2","arginase type II",5,2,7,"up",0.714285714285714
"608","ARGLU1","arginine and glutamate rich 1",1,2,3,"down",0.666666666666667
"609","ARHGAP1","Rho GTPase activating protein 1",1,1,2,"down",0.5
"610","ARHGAP10","Rho GTPase activating protein 10",1,1,2,"down",0.5
"611","ARHGAP11A","Rho GTPase activating protein 11A",0,4,4,"down",1
"612","ARHGAP11B","Rho GTPase activating protein 11B",0,4,4,"down",1
"613","ARHGAP12","Rho GTPase activating protein 12",0,2,2,"down",1
"614","ARHGAP17","Rho GTPase activating protein 17",0,1,1,"down",1
"615","ARHGAP18","Rho GTPase activating protein 18",1,0,1,"up",1
"616","ARHGAP19","Rho GTPase activating protein 19",0,4,4,"down",1
"617","ARHGAP20","Rho GTPase activating protein 20",1,1,2,"down",0.5
"618","ARHGAP21","Rho GTPase activating protein 21",0,1,1,"down",1
"619","ARHGAP22","Rho GTPase activating protein 22",1,0,1,"up",1
"620","ARHGAP23","Rho GTPase activating protein 23",2,0,2,"up",1
"621","ARHGAP24","Rho GTPase activating protein 24",3,0,3,"up",1
"622","ARHGAP25","Rho GTPase activating protein 25",2,2,4,"down",0.5
"623","ARHGAP26","Rho GTPase activating protein 26",0,2,2,"down",1
"624","ARHGAP27","Rho GTPase activating protein 27",2,0,2,"up",1
"625","ARHGAP29","Rho GTPase activating protein 29",1,1,2,"down",0.5
"626","ARHGAP30","Rho GTPase activating protein 30",2,1,3,"up",0.666666666666667
"627","ARHGAP31","Rho GTPase activating protein 31",1,2,3,"down",0.666666666666667
"628","ARHGAP32","Rho GTPase activating protein 32",0,2,2,"down",1
"629","ARHGAP33","Rho GTPase activating protein 33",0,3,3,"down",1
"630","ARHGAP35","Rho GTPase activating protein 35",0,1,1,"down",1
"631","ARHGAP36","Rho GTPase activating protein 36",0,1,1,"down",1
"632","ARHGAP39","Rho GTPase activating protein 39",1,0,1,"up",1
"633","ARHGAP4","Rho GTPase activating protein 4",1,0,1,"up",1
"634","ARHGAP40","Rho GTPase activating protein 40",0,1,1,"down",1
"635","ARHGAP42","Rho GTPase activating protein 42",0,1,1,"down",1
